"CWPName","SourceID","CWPStreet","CWPCity","CWPState","CWPStateDistrict","CWPZip"
"WATERFORD HEIGHTS SUBDIVISION","TXR15269Q","THE PROJECT IS LOCATED AT THE CORNER OF ROCK PRAIR","COLLEGE STATION","TX",,"77845"
"WATERFORD HEIGHTS SUBDIVISION","TXR15908Y","THE PROJECT IS LOCATED AT THE CORNER OF ROCK PRAIR","COLLEGE STATION","TX",,"77845"
"WATERFORD HEIGHTS SUBDIVISION","TXR15713X","THE PROJECT IS LOCATED AT THE CORNER OF ROCK PRAIR","COLLEGE STATION","TX",,"77845"
"WATERFORD HEIGHTS SUBDIVISION","TXR15548Z","THE PROJECT IS LOCATED AT THE CORNER OF ROCK PRAIR","COLLEGE STATION","TX",,"77845"
"WATERFORD HEIGHTS SUBDIVISION","TXR15510Y","THE PROJECT IS LOCATED AT THE CORNER OF ROCK PRAIR","COLLEGE STATION","TX",,"77845"
"WATHEN RESIDENCE","TXR1586FW","3032 HICKORY RIDGE CIR","BRYAN","TX",,"77807"
"WELLBORN SETTLEMENT","TXR1551BK","TURN RIGHT FROM GREENSPRAIRIE TO ROYDER RD AND GO","COLLEGE STATION","TX",,"77845"
"WELLBORN SIDING NAVASOTA SUBDIVISION MP 63.5 TO MP 65.71","TXR15963U","WEST OF FM 2154, WELLBORN RD N, TX BETWEEN GREEN P","COLLEGE STATION","TX",,"77845"
"WEST 26TH STREET REHABILITATION","TXR15152O","WEST 26TH STREET, FROM PARKER AVE. TO BRAZOS AVE.","BRYAN","TX",,"77803"
"WESTINGHOUSE PROVIDENCE PARK","TXR1563CV","OFF OF EARL RUDDER FWY S NEXT TO ACADEMY","COLLEGE STATION","TX",,"77845"
"WOODVILLE ROAD IMPROVEMENTS","TXR1534BT","LOCATED ALONG WOODVILLE RD, FROM STATE HWY 6 TO OL","BRYAN","TX",,"77801"
"XPO LOGISTICS FREIGHT LBY","TXR05K375","417 PALASOTA DR","BRYAN","TX",,"77803-3844"
"YAUPON TRAILS","TXR15102Z","4509 HARDY WEEDON ROAD, BRYAN, TX 77808","BRYAN","TX",,"77808"
